pincode,category,zone,state,city,is_serviceable
370490,Large,WEST,GUJARAT,BHUJ,1
143504,Large,NORTH,PUNJAB,AMRITSAR,1
490001,Large,EAST,CHHATTISGARH,BHILAI,1
490020,Large,EAST,CHHATTISGARH,BHILAI,1
490024,Large,EAST,CHHATTISGARH,BHILAI,1
583127,Large,SOUTH,KARNATAKA,DAVANGERE,1
123305,Large,NORTH,HARYANA,JHAJJAR,1
362720,Large,WEST,GUJARAT,VERAVAL,1
394250,Large,west,GUJARAT,SURAT,1
209306,Large,NORTH,UTTAR PRADESH,AURAIYA,1
209310,Large,NORTH,UTTAR PRADESH,AURAIYA,1
209125,Large,NORTH,UTTAR PRADESH,AURAIYA,1
209302,Large,NORTH,UTTAR PRADESH,AURAIYA,1
221716,Large,NORTH,UTTAR PRADESH,VARANASI,1
277209,Large,NORTH,UTTAR PRADESH,VARANASI,1
221701,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
221712,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
277502,Large,NORTH,UTTAR PRADESH,GHAZIPUR,1
509135,Large,SOUTH,TELANGANA,GADWAL,1
272199,Large,NORTH,UTTAR PRADESH,BANSI,1
272125,Large,NORTH,UTTAR PRADESH,BANSI,1
272126,Large,NORTH,UTTAR PRADESH,BANSI,1
209867,Large,NORTH,UTTAR PRADESH,SANDILA,1
209866,Large,NORTH,UTTAR PRADESH,SANDILA,1
221303,Large,NORTH,UTTAR PRADESH,MIRZAPUR,1
221304,Large,NORTH,UTTAR PRADESH,MIRZAPUR,1
221314,Large,NORTH,UTTAR PRADESH,MIRZAPUR,1
221310,Large,NORTH,UTTAR PRADESH,MIRZAPUR,1
211013,Large,NORTH,UTTAR PRADESH,PRYAGRAJ,1
212109,Large,NORTH,UTTAR PRADESH,PRYAGRAJ,1
230202,Large,NORTH,UTTAR PRADESH,PRATAPGARHUP,1
230204,Large,NORTH,UTTAR PRADESH,PRATAPGARHUP,1
230201,Large,NORTH,UTTAR PRADESH,PRATAPGARHUP,1
229202,Large,NORTH,UTTAR PRADESH,RAEBARELI,1
229802,Large,NORTH,UTTAR PRADESH,RAEBARELI,1
229126,Large,NORTH,UTTAR PRADESH,RAEBARELI,1
232118,Large,NORTH,UTTAR PRADESH,VARANASI,1
231305,Large,NORTH,UTTAR PRADESH,VARANASI,1
231302,Large,NORTH,UTTAR PRADESH,VARANASI,1
231301,Large,NORTH,UTTAR PRADESH,VARANASI,1
382463,Large,WEST,GUJARAT,AHMEDABAD,1
380152,Large,WEST,GUJARAT,AHMEDABAD,1
382265,Large,WEST,GUJARAT,AHMEDABAD,1
363425,Large,WEST,GUJARAT,SURENDRANAGAR,1
566668,Large,SOUTH,KARNATAKA,BANGALORE,1
565657,Large,SOUTH,KARNATAKA,BANGALORE,1
565658,Large,SOUTH,KARNATAKA,BANGALORE,1
560999,Large,SOUTH,KARNATAKA,BANGALORE,1
560117,Large,SOUTH,KARNATAKA,BANGALORE,1
560115,Large,SOUTH,KARNATAKA,BANGALORE,1
560500,Large,SOUTH,KARNATAKA,BANGALORE,1
569999,Large,SOUTH,KARNATAKA,BANGALORE,1
583204,Large,SOUTH,KARNATAKA,BANGALORE,1
560116,Large,SOUTH,KARNATAKA,BANGALORE,1
562145,Large,SOUTH,KARNATAKA,BANGALORE,1
562201,Large,SOUTH,KARNATAKA,BANGALORE,1
600131,Large,SOUTH,TAMIL NADU,CHENNAI,1
631201,Large,SOUTH,TAMIL NADU,CHENNAI,1
631212,Large,SOUTH,TAMIL NADU,CHENGALPATTU,1
602107,Large,SOUTH,TAMIL NADU,CHENNAI,1
602022,Large,SOUTH,TAMIL NADU,CHENNAI,1
602027,Large,SOUTH,TAMIL NADU,CHENNAI,1
603202,Large,SOUTH,TAMIL NADU,CHENNAI,1
602102,Large,SOUTH,TAMIL NADU,CHENNAI,1
600124,Large,SOUTH,TAMIL NADU,CHENNAI,1
600100,Large,SOUTH,TAMIL NADU,CHENNAI,1
600118,Large,South,TAMIL NADU,CHENNAI,1
600126,Large,SOUTH,TAMIL NADU,CHENNAI,1
600127,Large,SOUTH,TAMIL NADU,CHENNAI,1
600073,Large,SOUTH,TAMIL NADU,CHENNAI,1
600052,Large,SOUTH,TAMIL NADU,CHENNAI,1
600063,Large,SOUTH,TAMIL NADU,CHENNAI,1
600059,Large,SOUTH,TAMIL NADU,CHENNAI,1
600048,Large,SOUTH,TAMIL NADU,CHENNAI,1
600046,Large,SOUTH,TAMIL NADU,CHENNAI,1
571501,Large,SOUTH,KARNATAKA,MANDYA,1
571450,Large,South,KARNATAKA,MANDYA,1
571422,Large,SOUTH,KARNATAKA,MANDYA,1
571419,Large,SOUTH,KARNATAKA,MANDYA,1
571433,Large,SOUTH,KARNATAKA,MANDYA,1
571428,Large,SOUTH,KARNATAKA,MANDYA,1
571476,Large,SOUTH,KARNATAKA,MANDYA,1
571807,Large,South,KARNATAKA,MANDYA,1
571812,Large,South,KARNATAKA,MANDYA,1
571401,Large,South,KARNATAKA,MANDYA,1
571402,Large,South,KARNATAKA,MANDYA,1
571403,Large,South,KARNATAKA,MANDYA,1
571404,Large,South,KARNATAKA,MANDYA,1
571405,Large,South,KARNATAKA,MANDYA,1
571416,Large,South,KARNATAKA,MANDYA,1
571418,Large,South,KARNATAKA,MANDYA,1
571417,Large,South,KARNATAKA,MANDYA,1
571421,Large,South,KARNATAKA,MANDYA,1
571423,Large,South,KARNATAKA,MANDYA,1
571427,Large,South,KARNATAKA,MANDYA,1
571426,Large,South,KARNATAKA,MANDYA,1
571425,Large,South,KARNATAKA,MANDYA,1
571424,Large,South,KARNATAKA,MANDYA,1
571432,Large,South,KARNATAKA,MANDYA,1
571431,Large,South,KARNATAKA,MANDYA,1
571430,Large,South,KARNATAKA,MANDYA,1
571429,Large,South,KARNATAKA,MANDYA,1
571448,Large,South,KARNATAKA,MANDYA,1
571446,Large,South,KARNATAKA,MANDYA,1
571436,Large,South,KARNATAKA,MANDYA,1
571434,Large,South,KARNATAKA,MANDYA,1
571802,Large,South,KARNATAKA,MANDYA,1
571475,Large,South,KARNATAKA,MANDYA,1
571463,Large,South,KARNATAKA,MANDYA,1
571455,Large,South,KARNATAKA,MANDYA,1
571438,Large,SOUTH,KARNATAKA,MANDYA,1
571478,Large,SOUTH,KARNATAKA,MANDYA,1
571435,Large,SOUTH,KARNATAKA,MANDYA,1
571156,Large,SOUTH,KARNATAKA,NANJANGUD,1
571174,Large,SOUTH,KARNATAKA,NANJANGUD,1
571145,Large,SOUTH,KARNATAKA,NANJANGUD,1
571123,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571316,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571811,Large,SOUTH,KARNATAKA,MANDYA,1
571115,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571445,Large,SOUTH,KARNATAKA,NANJANGUD,1
571109,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571111,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571457,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571490,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571442,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571444,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571440,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571441,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571117,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571114,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571116,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571128,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571127,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571126,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571125,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571439,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571121,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571342,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571325,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571118,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571324,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571315,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571314,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571313,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571605,Large,SOUTH,KARNATAKA,MANDYA,1
571415,Large,SOUTH,KARNATAKA,MANDYA,1
571607,Large,SOUTH,KARNATAKA,MYSORE,1
571335,Large,SOUTH,KARNATAKA,NANJANGUD,1
571341,Large,SOUTH,KARNATAKA,NANJANGUD,1
571142,Large,SOUTH,KARNATAKA,NANJANGUD,1
571336,Large,SOUTH,KARNATAKA,NANJANGUD,1
571141,Large,SOUTH,KARNATAKA,NANJANGUD,1
571479,Large,SOUTH,KARNATAKA,NANJANGUD,1
571147,Large,SOUTH,KARNATAKA,NANJANGUD,1
571443,Large,SOUTH,KARNATAKA,NANJANGUD,1
571146,Large,SOUTH,KARNATAKA,NANJANGUD,1
571488,Large,SOUTH,KARNATAKA,NANJANGUD,1
571150,Large,SOUTH,KARNATAKA,NANJANGUD,1
571484,Large,SOUTH,KARNATAKA,NANJANGUD,1
571148,Large,SOUTH,KARNATAKA,NANJANGUD,1
571491,Large,SOUTH,KARNATAKA,NANJANGUD,1
571153,Large,SOUTH,KARNATAKA,NANJANGUD,1
571489,Large,SOUTH,KARNATAKA,NANJANGUD,1
571152,Large,SOUTH,KARNATAKA,NANJANGUD,1
571154,Large,SOUTH,KARNATAKA,NANJANGUD,1
571493,Large,SOUTH,KARNATAKA,NANJANGUD,1
571155,Large,SOUTH,KARNATAKA,NANJANGUD,1
571495,Large,SOUTH,KARNATAKA,NANJANGUD,1
571498,Large,SOUTH,KARNATAKA,NANJANGUD,1
571157,Large,SOUTH,KARNATAKA,NANJANGUD,1
571499,Large,SOUTH,KARNATAKA,NANJANGUD,1
571158,Large,SOUTH,KARNATAKA,NANJANGUD,1
571615,Large,South,KARNATAKA,HUNSUR,1
571167,Large,SOUTH,KARNATAKA,NANJANGUD,1
571801,Large,South,KARNATAKA,MANDYA,1
571170,Large,SOUTH,KARNATAKA,NANJANGUD,1
571803,Large,SOUTH,KARNATAKA,MANDYA,1
571171,Large,SOUTH,KARNATAKA,NANJANGUD,1
571808,Large,SOUTH,KARNATAKA,MANDYA,1
571173,Large,SOUTH,KARNATAKA,NANJANGUD,1
571175,Large,SOUTH,KARNATAKA,NANJANGUD,1
571176,Large,SOUTH,KARNATAKA,NANJANGUD,1
571178,Large,SOUTH,KARNATAKA,NANJANGUD,1
571184,Large,SOUTH,KARNATAKA,NANJANGUD,1
571185,Large,SOUTH,KARNATAKA,NANJANGUD,1
571318,Large,SOUTH,KARNATAKA,NANJANGUD,1
571319,Large,SOUTH,KARNATAKA,NANJANGUD,1
571320,Large,SOUTH,KARNATAKA,NANJANGUD,1
571323,Large,SOUTH,KARNATAKA,NANJANGUD,1
571332,Large,SOUTH,KARNATAKA,NANJANGUD,1
571333,Large,SOUTH,KARNATAKA,NANJANGUD,1
571334,Large,SOUTH,KARNATAKA,NANJANGUD,1
571124,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571120,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571133,Large,SOUTH,KARNATAKA,NANJANGUD,1
571317,Large,SOUTH,KARNATAKA,NANJANGUD,1
571613,Large,South,KARNATAKA,HUNSUR,1
571168,Large,SOUTH,KARNATAKA,NANJANGUD,1
571340,Large,SOUTH,KARNATAKA,NANJANGUD,1
570301,Large,SOUTH,KARNATAKA,NANJANGUD,1
571135,Large,SOUTH,KARNATAKA,NANJANGUD,1
571136,Large,SOUTH,KARNATAKA,NANJANGUD,1
571137,Large,SOUTH,KARNATAKA,NANJANGUD,1
571138,Large,SOUTH,KARNATAKA,NANJANGUD,1
571614,Large,South,KARNATAKA,HUNSUR,1
571181,Large,SOUTH,KARNATAKA,NANJANGUD,1
571180,Large,SOUTH,KARNATAKA,NANJANGUD,1
571467,Large,SOUTH,KARNATAKA,NANJANGUD,1
571246,Large,South,KARNATAKA,HUNSUR,1
571143,Large,SOUTH,KARNATAKA,NANJANGUD,1
571131,Large,SOUTH,KARNATAKA,NANJANGUD,1
571511,Large,South,KARNATAKA,HUNSUR,1
571172,Large,SOUTH,KARNATAKA,NANJANGUD,1
571264,Large,South,KARNATAKA,HUNSUR,1
571160,Large,SOUTH,KARNATAKA,NANJANGUD,1
571616,Large,South,KARNATAKA,HUNSUR,1
571162,Large,SOUTH,KARNATAKA,NANJANGUD,1
571164,Large,SOUTH,KARNATAKA,NANJANGUD,1
571161,Large,SOUTH,KARNATAKA,NANJANGUD,1
571163,Large,SOUTH,KARNATAKA,NANJANGUD,1
571608,Large,SOUTH,KARNATAKA,MYSORE,1
571609,Large,South,KARNATAKA,HUNSUR,1
571304,Large,SOUTH,KARNATAKA,NANJANGUD,1
571502,Large,South,KARNATAKA,HUNSUR,1
571177,Large,SOUTH,KARNATAKA,NANJANGUD,1
571182,Large,SOUTH,KARNATAKA,NANJANGUD,1
571183,Large,SOUTH,KARNATAKA,NANJANGUD,1
571339,Large,SOUTH,KARNATAKA,NANJANGUD,1
571139,Large,SOUTH,KARNATAKA,NANJANGUD,1
571169,Large,SOUTH,KARNATAKA,NANJANGUD,1
571132,Large,SOUTH,KARNATAKA,NANJANGUD,1
571611,Large,South,KARNATAKA,HUNSUR,1
571804,Large,SOUTH,KARNATAKA,MANDYA,1
571101,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571110,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571610,Large,SOUTH,KARNATAKA,HUNSUR,1
571122,Large,SOUTH,KARNATAKA,NANJANGUDE,1
571130,Large,SOUTH,KARNATAKA,MYSORE,1
570010,Large,SOUTH,KARNATAKA,MYSORE,1
800008,Large,EAST,BIHAR,PATNA,1
800009,Large,EAST,BIHAR,PATNA,1
800111,Large,EAST,BIHAR,PATNA,1
801118,Large,EAST,BIHAR,PATNA,1
801102,Large,EAST,BIHAR,PATNA,1
801108,Large,EAST,BIHAR,PATNA,1
801112,Large,EAST,BIHAR,PATNA,1
801110,Large,EAST,BIHAR,PATNA,1
801104,Large,EAST,BIHAR,PATNA,1
801114,Large,EAST,BIHAR,PATNA,1
801115,Large,EAST,BIHAR,PATNA,1
801109,Large,EAST,BIHAR,PATNA,1
801117,Large,EAST,BIHAR,PATNA,1
801111,Large,EAST,BIHAR,PATNA,1
801501,Large,EAST,BIHAR,PATNA,1
801502,Large,EAST,BIHAR,PATNA,1
801103,Large,EAST,BIHAR,PATNA,1
801113,Large,EAST,BIHAR,PATNA,1
530039,Large,SOUTH,ANDHRA PRADESH,VIZAG,1
122000,Large,NORTH,HARYANA,GURGAON,1
121206,Large,NORTH,HARYANA,FARIDABAD,1
121011,Large,NORTH,HARYANA,FARIDABAD,1
123414,Large,North,HARYANA,GURGAON,1
121000,Large,NORTH,HARYANA,FARIDABAD,1
122508,Large,North,HARYANA,GURGAON,1
122098,Large,North,HARYANA,GURGAON,1
122052,Large,North,HARYANA,GURGAON,1
122100,Large,NORTH,HARYANA,GURGAON,1
122107,Large,North,HARYANA,GURGAON,1
122108,Large,North,HARYANA,GURGAON,1
122211,Large,NORTH,HARYANA,GURGAON,1
122413,Large,North,HARYANA,GURGAON,1
122109,Large,NORTH,HARYANA,GURGAON,1
122504,Large,North,HARYANA,GURGAON,1
122414,Large,North,HARYANA,GURGAON,1
500661,Large,SOUTH,TELANGANA,HYDERABAD,1
501301,Large,SOUTH,TELANGANA,HYDERABAD,1
500109,Large,SOUTH,TELANGANA,HYDERABAD,1
500476,Large,SOUTH,TELANGANA,HYDERABAD,1
500253,Large,SOUTH,TELANGANA,HYDERABAD,1
500178,Large,SOUTH,TELANGANA,HYDERABAD,1
303807,Large,NORTH,RAJASTHAN,JAIPUR,1
303602,Large,NORTH,RAJASTHAN,JAIPUR,1
303804,Large,NORTH,RAJASTHAN,JAIPUR,1
303803,Large,NORTH,RAJASTHAN,JAIPUR,1
303701,Large,NORTH,RAJASTHAN,JAIPUR,1
303328,Large,NORTH,RAJASTHAN,JAIPUR,1
303908,Large,west,RAJASTHAN,JAIPUR,1
303901,Large,west,RAJASTHAN,JAIPUR,1
303009,Large,NORTH,RAJASTHAN,JAIPUR,1
303002,Large,west,RAJASTHAN,JAIPUR,1
303604,Large,NORTH,RAJASTHAN,JAIPUR,1
303007,Large,NORTH,RAJASTHAN,JAIPUR,1
303008,Large,NORTH,RAJASTHAN,JAIPUR,1
303338,Large,NORTH,RAJASTHAN,JAIPUR,1
303001,Large,NORTH,RAJASTHAN,JAIPUR,1
303348,Large,NORTH,RAJASTHAN,JAIPUR,1
303104,Large,west,RAJASTHAN,JAIPUR,1
303305,Large,west,RAJASTHAN,JAIPUR,1
303302,Large,west,RAJASTHAN,JAIPUR,1
303012,Large,west,RAJASTHAN,JAIPUR,1
303301,Large,west,RAJASTHAN,JAIPUR,1
303122,Large,NORTH,RAJASTHAN,JAIPUR,1
303010,Large,west,RAJASTHAN,JAIPUR,1
302037,Large,NORTH,RAJASTHAN,JAIPUR,1
302027,Large,west,RAJASTHAN,JAIPUR,1
302028,Large,west,RAJASTHAN,JAIPUR,1
303005,Large,west,RAJASTHAN,JAIPUR,1
303904,Large,west,RAJASTHAN,JAIPUR,1
303903,Large,west,RAJASTHAN,JAIPUR,1
303806,Large,NORTH,RAJASTHAN,JAIPUR,1
303805,Large,west,RAJASTHAN,JAIPUR,1
303109,Large,west,RAJASTHAN,JAIPUR,1
421206,Large,WEST,MAHARASHTRA,THANE,1
401604,Large,WEST,MAHARASHTRA,PALGHAR,1
421405,Large,WEST,MAHARASHTRA,BHIWANDI,1
421501,Large,WEST,MAHARASHTRA,AMBERNATH,1
421403,Large,WEST,MAHARASHTRA,THANE,1
421402,Large,WEST,MAHARASHTRA,THANE,1
421401,Large,WEST,MAHARASHTRA,THANE,1
421505,Large,WEST,MAHARASHTRA,AMBERNATH,1
421504,Large,WEST,MAHARASHTRA,AMBERNATH,1
421503,Large,WEST,MAHARASHTRA,AMBERNATH,1
421502,Large,WEST,MAHARASHTRA,AMBERNATH,1
421603,Large,WEST,MAHARASHTRA,THANE,1
421602,Large,WEST,MAHARASHTRA,THANE,1
421601,Large,WEST,MAHARASHTRA,THANE,1
421506,Large,WEST,MAHARASHTRA,AMBERNATH,1
400218,Large,WEST,MAHARASHTRA,NAVI MUMBAI,1
421605,Large,WEST,MAHARASHTRA,THANE,1
410102,Large,WEST,MAHARASHTRA,NAVI MUMBAI,1
410201,Large,WEST,MAHARASHTRA,MUMBAI,1
410101,Large,WEST,MAHARASHTRA,MUMBAI,1
421302,Large,WEST,MAHARASHTRA,THANE,1
421301,Large,WEST,MAHARASHTRA,MUMBAI,1
421304,Large,WEST,MAHARASHTRA,MUMBAI,1
421203,Large,WEST,MAHARASHTRA,MUMBAI,1
421202,Large,WEST,MAHARASHTRA,MUMBAI,1
421205,Large,WEST,MAHARASHTRA,THANE,1
421204,Large,WEST,MAHARASHTRA,MUMBAI,1
421312,Large,WEST,MAHARASHTRA,THANE,1
421306,Large,WEST,MAHARASHTRA,MUMBAI,1
421305,Large,WEST,MAHARASHTRA,THANE,1
421001,Large,WEST,MAHARASHTRA,THANE,1
421101,Large,WEST,MAHARASHTRA,THANE,1
421102,Large,WEST,MAHARASHTRA,THANE,1
421103,Large,WEST,MAHARASHTRA,THANE,1
421201,Large,WEST,MAHARASHTRA,MUMBAI,1
421002,Large,WEST,MAHARASHTRA,THANE,1
421003,Large,WEST,MAHARASHTRA,AMBERNATH,1
421004,Large,WEST,MAHARASHTRA,AMBERNATH,1
421005,Large,WEST,MAHARASHTRA,AMBERNATH,1
132139,Large,NORTH,HARYANA,KARNAL,1
132047,Large,NORTH,HARYANA,KARNAL,1
132116,Large,NORTH,HARYANA,KARNAL,1
132117,Large,NORTH,HARYANA,KARNAL,1
132002,Large,NORTH,HARYANA,KARNAL,1
132114,Large,NORTH,HARYANA,KARNAL,1
132023,Large,NORTH,HARYANA,KARNAL,1
132024,Large,NORTH,HARYANA,KARNAL,1
132036,Large,NORTH,HARYANA,KARNAL,1
132039,Large,NORTH,HARYANA,KARNAL,1
132040,Large,NORTH,HARYANA,KARNAL,1
132041,Large,NORTH,HARYANA,KARNAL,1
132046,Large,NORTH,HARYANA,KARNAL,1
132054,Large,NORTH,HARYANA,KARNAL,1
132058,Large,NORTH,HARYANA,KARNAL,1
132157,Large,NORTH,HARYANA,KARNAL,1
132152,Large,NORTH,HARYANA,KARNAL,1
132140,Large,NORTH,HARYANA,KARNAL,1
132049,Large,NORTH,HARYANA,KARNAL,1
132150,Large,NORTH,HARYANA,KARNAL,1
141007,Large,NORTH,PUNJAB,LUDHIANA,1
144419,Large,north,PUNJAB,JALANDHAR,1
144029,Large,north,PUNJAB,JALANDHAR,1
144418,Large,north,PUNJAB,JALANDHAR,1
144410,Large,NORTH,PUNJAB,LUDHIANA,1
141204,Large,North,PUNJAB,LUDHIANA,1
141121,Large,NORTH,PUNJAB,KHANNA,1
141401,Large,North,PUNJAB,KHANNA,1
141421,Large,North,PUNJAB,KHANNA,1
141120,Large,North,PUNJAB,LUDHIANA,1
141124,Large,NORTH,PUNJAB,KHANNA,1
141206,Large,North,PUNJAB,LUDHIANA,1
141415,Large,NORTH,PUNJAB,KHANNA,1
141112,Large,north,PUNJAB,LUDHIANA,1
141413,Large,NORTH,PUNJAB,KHANNA,1
141114,Large,North,PUNJAB,KHANNA,1
141113,Large,north,PUNJAB,LUDHIANA,1
141419,Large,NORTH,PUNJAB,KHANNA,1
141418,Large,NORTH,PUNJAB,KHANNA,1
141115,Large,North,PUNJAB,KHANNA,1
141119,Large,NORTH,PUNJAB,KHANNA,1
141116,Large,North,PUNJAB,LUDHIANA,1
141122,Large,North,PUNJAB,LUDHIANA,1
141123,Large,north,PUNJAB,LUDHIANA,1
141201,Large,North,PUNJAB,LUDHIANA,1
141117,Large,North,PUNJAB,LUDHIANA,1
141111,Large,north,PUNJAB,LUDHIANA,1
141118,Large,North,PUNJAB,LUDHIANA,1
495007,Large,EAST,CHHATTISGARH,BILASPUR,1
141020,Large,north,PUNJAB,LUDHIANA,1
141021,Large,North,PUNJAB,LUDHIANA,1
229311,Large,NORTH,UTTAR PRADESH,RAEBARELI,1
229308,Large,NORTH,UTTAR PRADESH,RAEBARELI,1
226401,Large,NORTH,UTTAR PRADESH,LUCKNOW,1
574222,Large,SOUTH,KARNATAKA,MANGALORE,1
574224,Large,SOUTH,KARNATAKA,MANGALORE,1
574228,Large,SOUTH,KARNATAKA,MANGALORE,1
574218,Large,SOUTH,KARNATAKA,MANGALORE,1
574219,Large,SOUTH,KARNATAKA,MANGALORE,1
574221,Large,SOUTH,KARNATAKA,MANGALORE,1
574212,Large,SOUTH,KARNATAKA,MANGALORE,1
574214,Large,SOUTH,KARNATAKA,MANGALORE,1
574216,Large,SOUTH,KARNATAKA,MANGALORE,1
574217,Large,SOUTH,KARNATAKA,MANGALORE,1
574327,Large,SOUTH,KARNATAKA,MANGALORE,1
574211,Large,SOUTH,KARNATAKA,MANGALORE,1
574326,Large,SOUTH,KARNATAKA,MANGALORE,1
574198,Large,SOUTH,KARNATAKA,MANGALORE,1
574265,Large,SOUTH,KARNATAKA,MANGALORE,1
574314,Large,SOUTH,KARNATAKA,MANGALORE,1
574253,Large,SOUTH,KARNATAKA,MANGALORE,1
574242,Large,SOUTH,KARNATAKA,MANGALORE,1
574240,Large,SOUTH,KARNATAKA,MANGALORE,1
574239,Large,SOUTH,KARNATAKA,MANGALORE,1
574233,Large,SOUTH,KARNATAKA,MANGALORE,1
574231,Large,SOUTH,KARNATAKA,MANGALORE,1
574230,Large,SOUTH,KARNATAKA,MANGALORE,1
574229,Large,SOUTH,KARNATAKA,MANGALORE,1
574238,Large,SOUTH,KARNATAKA,MANGALORE,1
574141,Large,SOUTH,KARNATAKA,MANGALORE,1
574138,Large,SOUTH,KARNATAKA,MANGALORE,1
574267,Large,SOUTH,KARNATAKA,MANGALORE,1
574144,Large,SOUTH,KARNATAKA,MANGALORE,1
574226,Large,SOUTH,KARNATAKA,MANGALORE,1
574142,Large,SOUTH,KARNATAKA,MANGALORE,1
574145,Large,SOUTH,KARNATAKA,MANGALORE,1
576244,Large,SOUTH,KARNATAKA,MANGALORE,1
574324,Large,SOUTH,KARNATAKA,MANGALORE,1
574285,Large,SOUTH,KARNATAKA,MANGALORE,1
574328,Large,SOUTH,KARNATAKA,MANGALORE,1
574509,Large,SOUTH,KARNATAKA,MANGALORE,1
574227,Large,SOUTH,KARNATAKA,MANGALORE,1
574225,Large,SOUTH,KARNATAKA,MANGALORE,1
574213,Large,SOUTH,KARNATAKA,MANGALORE,1
574180,Large,SOUTH,KARNATAKA,MANGALORE,1
574146,Large,SOUTH,KARNATAKA,MANGALORE,1
574149,Large,SOUTH,KARNATAKA,MANGALORE,1
574148,Large,SOUTH,KARNATAKA,MANGALORE,1
574150,Large,SOUTH,KARNATAKA,MANGALORE,1
574154,Large,SOUTH,KARNATAKA,MANGALORE,1
574153,Large,SOUTH,KARNATAKA,MANGALORE,1
574161,Large,SOUTH,KARNATAKA,MANGALORE,1
574158,Large,SOUTH,KARNATAKA,MANGALORE,1
574176,Large,SOUTH,KARNATAKA,MANGALORE,1
574173,Large,SOUTH,KARNATAKA,MANGALORE,1
122051,Large,North,HARYANA,GURGAON,1
122105,Large,North,HARYANA,GURGAON,1
585254,Large,SOUTH,KARNATAKA,MANGALORE,1
575021,Large,SOUTH,KARNATAKA,MANGALORE,1
575025,Large,SOUTH,KARNATAKA,MANGALORE,1
575027,Large,SOUTH,KARNATAKA,MANGALORE,1
575030,Large,SOUTH,KARNATAKA,MANGALORE,1
576264,Large,SOUTH,KARNATAKA,MANGALORE,1
576125,Large,SOUTH,KARNATAKA,MANGALORE,1
574258,Large,SOUTH,KARNATAKA,MANGALORE,1
574279,Large,SOUTH,KARNATAKA,MANGALORE,1
574274,Large,SOUTH,KARNATAKA,MANGALORE,1
574235,Large,SOUTH,KARNATAKA,MANGALORE,1
574197,Large,SOUTH,KARNATAKA,MANGALORE,1
574232,Large,SOUTH,KARNATAKA,MANGALORE,1
574237,Large,SOUTH,KARNATAKA,MANGALORE,1
574194,Large,SOUTH,KARNATAKA,MANGALORE,1
574236,Large,SOUTH,KARNATAKA,MANGALORE,1
574193,Large,SOUTH,KARNATAKA,MANGALORE,1
574190,Large,SOUTH,KARNATAKA,MANGALORE,1
574189,Large,SOUTH,KARNATAKA,MANGALORE,1
410613,Large,WEST,MAHARASHTRA,PALGHAR,1
201312,Large,North,UTTAR PRADESH,NOIDA,1
201311,Large,North,UTTAR PRADESH,NOIDA,1
202392,Large,NORTH,UTTAR PRADESH,NOIDA,1
203121,Large,North,UTTAR PRADESH,NOIDA,1
202394,Large,NORTH,UTTAR PRADESH,NOIDA,1
203155,Large,North,UTTAR PRADESH,NOIDA,1
203135,Large,North,UTTAR PRADESH,NOIDA,1
203202,Large,North,UTTAR PRADESH,NOIDA,1
203201,Large,North,UTTAR PRADESH,NOIDA,1
203206,Large,North,UTTAR PRADESH,NOIDA,1
203205,Large,North,UTTAR PRADESH,NOIDA,1
203207,Large,NORTH,UTTAR PRADESH,NOIDA,1
203209,Large,North,UTTAR PRADESH,NOIDA,1
245205,Large,North,UTTAR PRADESH,HAPUR,1
201008,Large,NORTH,UTTAR PRADESH,NOIDA,1
245201,Large,North,UTTAR PRADESH,HAPUR,1
245101,Large,North,UTTAR PRADESH,HAPUR,1
210010,Large,NORTH,UTTAR PRADESH,PRATAPGARHUP,1
245304,Large,North,UTTAR PRADESH,NOIDA,1
